neural.t,neural.x,neural.y,neural.z,neural.a,neural.b,neural.c,neural.d,neural.dx,neural.dy,neural.dz,neural.droll,neural.dpitch,neural.dyaw,neural.roll,neural.pitch,neural.yaw,neural.nn0,neural.nn1,neural.nn2,neural.nn3,neural.m0,neural.m1,neural.m2,neural.m3,neural.run
69.6429977416992,0.12298583984375,0.167236328125,7.49826431274414E-05,0.00111198425293,-0.003524780273438,-0.001134872436523,1,-0.008735656738281,0.005207061767578,-0.00019109249115,0.003625869750977,-0.060699462890625,-0.002481460571289,0.002231992767075,-0.007047094954446,-0.00227760834935,-0.022048950195313,-0.022048950195313,-0.022048950195313,-0.022048950195313,44669,44669,44669,44669,0
69.6529998779297,0.12481689453125,0.1656494140625,9.98377799987793E-05,0.001682281494141,-0.002857208251953,-0.001106262207031,1,0.000770568847656,-0.003116607666016,5.17964363098145E-05,0.11383056640625,0.133544921875,0.005531311035156,0.003370904796881,-0.005710725455042,-0.00222214858508,-0.022048950195313,-0.022048950195313,-0.022048950195313,-0.022048950195313,44669,44669,44669,44669,0
69.6630020141602,0.12481689453125,0.1658935546875,0.000102043151855,0.00160026550293,-0.002853393554688,-0.001112937927246,1,0.000915050506592,-0.002037048339844,0.000117599964142,-0.016403198242188,0.000762939453125,-0.001335144042969,0.003206901662596,-0.005703256035405,-0.002235019749533,-0.022048950195313,-0.022048950195313,-0.022048950195313,-0.022048950195313,44669,44669,44669,44669,0
69.6729965209961,0.12481689453125,0.1658935546875,0.000103533267975,0.001601219177246,-0.002836227416992,-0.00110912322998,1,0.001036643981934,-0.002111434936523,0.000178933143616,0.000190854072571,0.003435134887695,0.000763416290283,0.003208748884914,-0.005668933298731,-0.002227340566557,-0.022048950195313,-0.022048950195313,-0.022048950195313,-0.022048950195313,44669,44669,44669,44669,0
69.6829986572266,0.12310791015625,0.16845703125,0.000121414661407,0.000706672668457,-0.003442764282227,-0.00114917755127,1,-0.007541656494141,0.010841369628906,0.000168085098267,-0.1787109375,-0.12164306640625,-0.00762939453125,0.001421272753413,-0.006883958750116,-0.002303246035556,-0.022048950195313,-0.022048950195313,-0.022048950195313,-0.022048950195313,44669,44669,44669,44669,0
69.693000793457,0.12371826171875,0.1676025390625,0.000152707099915,0.001029968261719,-0.003206253051758,-0.001127243041992,1,-0.004142761230469,0.006160736083984,0.000324487686157,0.06463623046875,0.04766845703125,0.004386901855469,0.002067182848801,-0.006410227954783,-0.002261110627207,-0.022048950195313,-0.022048950195313,-0.022048950195313,-0.022048950195313,44669,44669,44669,44669,0
69.7030029296875,0.123291015625,0.168701171875,8.03470611572266E-05,0.000685691833496,-0.003335952758789,-0.001143455505371,1,-0.006191253662109,0.01104736328125,-3.76701354980469E-05,-0.06884765625,-0.026321411132813,-0.0030517578125,0.001379026011845,-0.006670386866697,-0.002291509290959,-0.022048950195313,-0.022048950195313,-0.022048950195313,-0.022048950195313,44669,44669,44669,44669,0
69.7129974365234,0.12225341796875,0.1673583984375,9.16719436645508E-05,0.001164436340332,-0.003690719604492,-0.001160621643066,1,-0.011421203613281,0.004100799560547,-6.51478767395019E-05,0.09600830078125,-0.07061767578125,-0.004009246826172,0.002337467342036,-0.007378803227391,-0.00232986600192,-0.022048950195313,-0.022048950195313,-0.022048950195313,-0.022048950195313,44669,44669,44669,44669,0
69.7229995727539,0.1239013671875,0.1673583984375,0.000119209289551,0.001175880432129,-0.003055572509766,-0.001106262207031,1,-0.002424240112305,0.003948211669922,-7.25984573364258E-05,0.002098083496094,0.126953125,0.011062622070313,0.002358539415058,-0.006108581345344,-0.00221972711613,-0.022048950195313,-0.022048950195313,-0.022048950195313,-0.022048950195313,44669,44669,44669,44669,0
69.7330017089844,0.1239013671875,0.16845703125,0.000112533569336,0.000807762145996,-0.003042221069336,-0.00110912322998,1,-0.002410888671875,0.009208679199219,-0.000269651412964,-0.07373046875,0.002288818359375,-0.000381469726563,0.001622285342213,-0.006082687832069,-0.002223179439363,-0.022048950195313,-0.022048950195313,-0.022048950195313,-0.022048950195313,44669,44669,44669,44669,0
