neural.t,neural.x,neural.y,neural.z,neural.a,neural.b,neural.c,neural.d,neural.dx,neural.dy,neural.dz,neural.droll,neural.dpitch,neural.dyaw,neural.roll,neural.pitch,neural.yaw,neural.nn0,neural.nn1,neural.nn2,neural.nn3,neural.m0,neural.m1,neural.m2,neural.m3,neural.run
59.11299896240234,0.03338623046875,0.06976318359375,0.412841796875,-0.0014476776123046,-0.0017957687377929,-0.00071382522583,1.0,0.0064277648925781,-0.0006704330444335,0.0008673667907714,0.0139312744140625,-0.0133590698242187,0.0043907165527343,-0.0028934478759765,-0.0035934448242187,-0.0014228820800781,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,51712.0,45312.0,53504.0,45312.0,0.0
59.12300109863281,0.033447265625,0.06976318359375,0.412841796875,-0.0013723373413085,-0.0017156600952148,-0.0007438659667968,1.0,0.006072998046875,-0.0003857612609863,0.0013542175292968,0.0150680541992187,0.016021728515625,-0.0060081481933593,-0.0027427673339843,-0.0034332275390625,-0.0014829635620117,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,52480.0,45824.0,53248.0,44800.0,0.0
59.132999420166016,0.0338134765625,0.06976318359375,0.412841796875,-0.0013608932495117,-0.0016593933105468,-0.0007886886596679,1.0,0.0065574645996093,-0.0001137256622314,0.0014429092407226,0.0022907257080078,0.011260986328125,-0.00897216796875,-0.0027198791503906,-0.0033206939697265,-0.0015726089477539,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,52224.0,45824.0,53504.0,44800.0,0.0
59.14300155639648,0.0341796875,0.06976318359375,0.412841796875,-0.001378059387207,-0.0016088485717773,-0.0008411407470703,1.0,0.0070724487304687,0.0001906156539916,0.0009918212890625,-0.0034332275390625,0.0101089477539062,-0.0104904174804687,-0.0027542114257812,-0.0032196044921875,-0.0016775131225585,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,52224.0,46080.0,53504.0,44800.0,0.0
59.15299987792969,0.03424072265625,0.06982421875,0.412841796875,-0.0013456344604492,-0.0015478134155273,-0.0008764266967773,1.0,0.0067596435546875,0.0004580020904541,0.0001574754714965,0.0064888000488281,0.0122146606445312,-0.0071563720703125,-0.0026893615722656,-0.0030975341796875,-0.001749038696289,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,52224.0,45568.0,53504.0,45056.0,0.0
59.16299819946289,0.0343017578125,0.06982421875,0.412841796875,-0.0012836456298828,-0.0014801025390625,-0.000925064086914,1.0,0.0064582824707031,0.0007171630859375,-0.0014371871948242,0.0124053955078125,0.0135498046875,-0.009735107421875,-0.0025653839111328,-0.0029621124267578,-0.0018463134765625,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,52480.0,45824.0,53504.0,44544.0,0.0
59.17300033569336,0.03436279296875,0.06982421875,0.412841796875,-0.0011358261108398,-0.0014219284057617,-0.0009441375732421,1.0,0.0061683654785156,0.0009665489196777,-0.00225830078125,0.0295562744140625,0.0116348266601562,-0.0039100646972656,-0.0022697448730468,-0.0028457641601562,-0.0018854141235351,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,52224.0,45568.0,53504.0,45056.0,0.0
59.18299865722656,0.0343017578125,0.06695556640625,0.412841796875,-0.0005359649658203,-0.0014123916625976,-0.0009264945983886,1.0,0.0055122375488281,-0.0066261291503906,-0.0026264190673828,0.1201171875,0.0019083023071289,0.0034351348876953,-0.0010690689086914,-0.0028266906738281,-0.0018510818481445,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,52480.0,45824.0,53248.0,44800.0,0.0
59.19300079345703,0.03466796875,0.06683349609375,0.412841796875,-0.0004129409790039,-0.0013608932495117,-0.000953197479248,1.0,0.0061302185058593,-0.0066375732421875,-0.0036277770996093,0.0245513916015625,0.0104904174804687,-0.0054359436035156,-0.0008234977722167,-0.0027217864990234,-0.0019054412841796,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,52992.0,46080.0,52736.0,44544.0,0.0
59.20299911499024,0.03472900390625,0.0667724609375,0.41064453125,-0.0002670288085937,-0.00128173828125,-0.0009670257568359,1.0,0.0058822631835937,-0.0065765380859375,-0.01605224609375,0.029205322265625,0.015838623046875,-0.0027675628662109,-0.0005316734313964,-0.0025634765625,-0.0019330978393554,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,-0.0220489501953125,52480.0,46080.0,53504.0,44544.0,0.0
